node_id,title,year,doi,publication_url,authors,venue,corpus_theme,document_role,toolkit_status,toolkit_join_status,audit_record_ids,manual_review_record_ids,template_ids,pdf_statuses,supplement_statuses,network_prominence_rank,network_prominence,within_network_citations_received,within_network_references,publication_fields_reviewed,publication_fields_implementation_ready,publication_fields_reviewed_missing,publication_fields_requiring_review,publication_review_progress_pct,publication_implementation_evidence_pct,toolkit_parameter_actions,PUB.S1.stimulus_type,PUB.S1.source_provenance,PUB.S1.trajectory_count,PUB.S1.trajectory_path,PUB.S1.stimulus_duration,PUB.S1.stimulus_speed,PUB.S1.auditory_conditions,PUB.S1.gain_envelope,PUB.S1.renderer_or_apparatus,PUB.S2.trial_rows_families,PUB.S2.condition_intermixing,PUB.S2.blocked_or_random_order,PUB.S2.iti_jitter_policy,PUB.S2.response_window,PUB.S2.task_sequence_rules,PUB.S3.tactile_stimulus,PUB.S3.soa_table,PUB.S3.baseline_strategy,PUB.S3.baseline_timing,PUB.S3.catch_trial_type,PUB.S4.repetitions_per_tactile_soa_condition,PUB.S4.baseline_count,PUB.S4.catch_count,PUB.S4.block_count,PUB.S4.total_trial_count,KIT.S0.profile_identity,KIT.S0.publication_reference,KIT.S0.profile_parameter_provenance,KIT.S1.source_stimulus_inventory,KIT.S1.trajectory_snapshots,KIT.S1.stimulus_duration,KIT.S2.trial_sequence_rows,KIT.S2.jitter_values_ms,KIT.S2.iti_jitter_policy,KIT.S3.soa_values_ms,KIT.S3.tactile_sites,KIT.S3.baseline_mode,KIT.S3.baseline_count,KIT.S3.catch_mode,KIT.S4.trial_pool_repetitions,KIT.S5.block_count,KIT.S5.row_order_constraints,KIT.S6.participants,KIT.S6.experiment_parts,KIT.S0.profile_gap,KIT.S1.profile_gap,KIT.S2.profile_gap,KIT.S3.profile_gap,KIT.S4.profile_gap,KIT.S5.profile_gap,KIT.S6.profile_gap
doi:10.1111/j.1460-9568.2010.07210.x,Seeing the body modulates audiotactile integration,2010,10.1111/j.1460-9568.2010.07210.x,https://doi.org/10.1111/j.1460-9568.2010.07210.x,Jane E. Aspell; Tom Lavanchy; Bigna Lenggenhager; Olaf Blanke,European Journal of Neuroscience,multisensory_psychophysics,empirical,not_assessed,not_audited,,,,not_assessed,not_assessed,45,0.331527546,5,6,0,0,0,25,0,0,26,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile
doi:10.1007/s00426-020-01365-6,Does musical interaction in a jazz duet modulate peripersonal space?,2021,10.1007/s00426-020-01365-6,https://doi.org/10.1007/s00426-020-01365-6,Alessandro Dell’Anna; Mattia Rosso; Valentina Bruno; Francesca Garbarini; Marc Leman; Anna Berti,Psychological research,action_tools,empirical,supported_incomplete,doi_matched_literature_audit,jazz_duet_2021,,,paywalled,downloaded,46,0.318482945,3,5,0,0,0,25,0,0,26,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,inferred_low_confidence,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile
doi:10.1073/pnas.2024548118,Spatial tuning of electrophysiological responses to multisensory stimuli reveals a primitive coding of the body boundaries in newborns,2021,10.1073/pnas.2024548118,https://doi.org/10.1073/pnas.2024548118,Irene Ronga; Mattia Galigani; Valentina Bruno; Jean‐Paul Noel; Andrea Gazzin; C Perathoner; Andrea Serino; Francesca Garbarini,Proceedings of the National Academy of Sciences of the United States of America,embodiment_vr,empirical,supported_incomplete,doi_matched_manual_parameter_review,ronga_2021_newborn_erp,ronga_2021_newborn_erp,,downloaded,paywalled,47,0.307446723,3,2,21,21,0,0,1,1,26,reported,reported,reported,reported,reported,not_applicable,reported,reported,reported,reported,reported,reported,reported,not_applicable,reported,reported,reported,reported,reported,not_applicable,reported,reported,not_applicable,reported,derived,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile
doi:10.1038/s41598-021-90784-5,"Peripersonal space in the front, rear, left and right directions for audio-tactile multisensory integration.",2021,10.1038/s41598-021-90784-5,https://doi.org/10.1038/s41598-021-90784-5,Yusuke Matsuda; Maki Sugimoto; Masahiko İnami; Michiteru Kitazaki,Scientific reports,action_tools,empirical,runnable,doi_matched_manual_parameter_review,matsuda_2021_four_directions,matsuda_2021_four_directions,matsuda_2021_four_directions,downloaded,needs_user_download,48,0.292526821,3,18,25,23,2,0,1,0.92,4,reported,reported,reported,reported,reported,reported,reported,reported,reported,reported,reported,reported,not_reported_after_review,not_reported_after_review,reported,reported,reported,reported,reported,reported,reported,reported,reported,reported,reported,encoded,encoded,encoded,encoded,encoded,encoded,encoded,defaulted,defaulted,encoded,encoded,encoded,encoded,encoded,inferred,encoded,encoded,encoded,defaulted,none,none,none,none,none,none,none
doi:10.1177/0956797619869337,Remapping Peripersonal Space by Using Foot-Sole Vibrations Without Any Body Movement.,2019,10.1177/0956797619869337,https://doi.org/10.1177/0956797619869337,Tomohiro Amemiya; Y. Ikei; M. Kitazaki,Psychological science,action_tools,unknown,supported_incomplete,doi_matched_literature_audit,footsole_vibration_2019,,,paywalled,paywalled,49,0.288021949,4,8,0,0,0,25,0,0,26,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile
doi:10.1016/j.neuropsychologia.2021.107823,Phase-coupling of neural oscillations contributes to individual differences in peripersonal space.,2021,10.1016/j.neuropsychologia.2021.107823,https://doi.org/10.1016/j.neuropsychologia.2021.107823,Giulio Di Cosmo; Marcello Costantini; Sara Spadone; Vittorio Pizzella; Stefania Della Penna; Laura Marzetti; Francesca Ferri,Neuropsychologia,animal_neurophysiology,empirical,not_assessed,not_audited,,,,not_assessed,not_assessed,50,0.247655836,4,10,0,0,0,25,0,0,26,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile
doi:10.1016/j.cortex.2020.11.021,How ageing shapes body and space representations: A comparison study between healthy young and older adults.,2021,10.1016/j.cortex.2020.11.021,https://doi.org/10.1016/j.cortex.2020.11.021,Giuliana Sorrentino; Matteo Franza; Charlène Zuber; Olaf Blanke; Andrea Serino; Michela Bassolino,Cortex; a journal devoted to the study of the nervous system and behavior,action_tools,empirical,supported_incomplete,doi_matched_literature_audit,ageing_2021,,,downloaded,not_found,51,0.233031514,1,10,0,0,0,25,0,0,26,inferred_low_confidence,inferred_low_confidence,inferred_low_confidence,inferred_low_confidence,inferred_low_confidence,source_unavailable,inferred_low_confidence,source_unavailable,inferred_low_confidence,inferred_low_confidence,inferred_low_confidence,inferred_low_confidence,inferred_low_confidence,source_unavailable,inferred_low_confidence,inferred_low_confidence,source_unavailable,inferred_low_confidence,inferred_low_confidence,inferred_low_confidence,inferred_low_confidence,source_unavailable,inferred_low_confidence,source_unavailable,inferred_low_confidence,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile
doi:10.3233/rnn-120286,Plasticity of body representations after surgical arm elongation in an achondroplasic patient.,2013,10.3233/rnn-120286,https://doi.org/10.3233/rnn-120286,Rocco Luca Cimmino; Grazia Fernanda Spitoni; Andrea Serino; Gabriella Antonucci; Maurizio A. Catagni; Marco Camagni; Patrick Haggard; Luigi Pizzamiglio,Restorative neurology and neuroscience,action_tools,empirical,supported_incomplete,doi_matched_literature_audit,cimmino_2013_surgical_arm_elongation,,,open_access_unavailable,not_checked,52,0.212077888,3,3,0,0,0,25,0,0,26,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile
doi:10.1038/s41598-022-21469-w,Multisensory-driven facilitation within the peripersonal space is modulated by the expectations about stimulus location on the body.,2022,10.1038/s41598-022-21469-w,https://doi.org/10.1038/s41598-022-21469-w,Alice Rossi Sebastiano; Irene Ronga; Carlotta Fossataro; Mattia Galigani; Karol Poles; Francesca Garbarini,Scientific reports,action_tools,empirical,adjacent_scope_conflict,doi_matched_literature_audit,rossi_sebastiano_2022_visuotactile,,,not_applicable,not_applicable,53,0.207310195,0,14,0,0,0,0,0,0,26,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,not_applicable,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile
doi:10.1038/s41598-020-79767-0,Auditory roughness elicits defense reactions.,2021,10.1038/s41598-020-79767-0,https://doi.org/10.1038/s41598-020-79767-0,Marine Taffou; Clara Suied; Isabelle Viaud‐Delmon,Scientific reports,action_tools,empirical,supported_incomplete,doi_matched_manual_parameter_review,taffou_2021_auditory_roughness,taffou_2021_auditory_roughness,,downloaded,downloaded,54,0.201388305,2,11,25,25,0,0,1,1,26,reported,reported,reported,reported,reported,reported,reported,reported,reported,reported,reported,reported,reported,reported,reported,reported,derived,reported,reported,reported,reported,derived,reported,reported,reported,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile
doi:10.1007/s00221-019-05469-3,Enhanced audio-tactile multisensory interaction in a peripersonal task after echolocation.,2019,10.1007/s00221-019-05469-3,https://doi.org/10.1007/s00221-019-05469-3,Alessia Tonelli; Claudio Campus; Andrea Serino; Monica Gori,Experimental brain research,action_tools,empirical,runnable,doi_matched_manual_parameter_review,tonelli_2019_echolocation,tonelli_2019_echolocation,tonelli_2019_echolocation,downloaded,downloaded,55,0.201151419,2,15,25,23,2,0,1,0.92,4,reported,reported,reported,reported,reported,reported,reported,not_reported_after_review,reported,reported,reported,reported,reported,not_reported_after_review,reported,reported,derived,reported,reported,reported,reported,reported,reported,reported,reported,encoded,encoded,encoded,encoded,encoded,encoded,encoded,defaulted,defaulted,encoded,encoded,encoded,encoded,encoded,inferred,encoded,encoded,encoded,defaulted,none,none,none,none,none,none,none
doi:10.1038/s41598-019-45084-4,Identifying peripersonal space boundaries in newborns.,2019,10.1038/s41598-019-45084-4,https://doi.org/10.1038/s41598-019-45084-4,Giulia Orioli; A. Santoni; Danica Dragovic; T. Farroni,Scientific reports,action_tools,empirical,supported_incomplete,doi_matched_literature_audit,newborn_boundaries_2019,,,downloaded,needs_user_download,56,0.186215222,0,10,0,0,0,25,0,0,26,inferred_low_confidence,inferred_low_confidence,inferred_low_confidence,inferred_low_confidence,inferred_low_confidence,source_unavailable,inferred_low_confidence,inferred_low_confidence,inferred_low_confidence,inferred_low_confidence,source_unavailable,inferred_low_confidence,inferred_low_confidence,source_unavailable,inferred_low_confidence,source_unavailable,inferred_low_confidence,source_unavailable,inferred_low_confidence,inferred_low_confidence,inferred_low_confidence,inferred_low_confidence,inferred_low_confidence,source_unavailable,inferred_low_confidence,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile
doi:10.1093/braincomms/fcac179,Body and peripersonal space representations in chronic stroke patients with upper limb motor deficits.,2022,10.1093/braincomms/fcac179,https://doi.org/10.1093/braincomms/fcac179,Michela Bassolino; Matteo Franza; Eleonora Guanziroli; Giuliana Sorrentino; Elisa Canzoneri; Maria Colombo; Andrea Crema; Tommaso Bertoni; Giulio Mastria; Matteo Vissani; Arseny A. Sokolov; Silvestro Micera; Franco Molteni; Olaf Blanke; Andrea Serino,Brain communications,neuropsychology_neglect,clinical_empirical,not_assessed,not_audited,,,,not_assessed,not_assessed,57,0.186215222,0,13,0,0,0,25,0,0,26,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile
doi:10.1007/s00221-013-3574-5,Audiotactile interactions beyond the space and body parts around the head,2013,10.1007/s00221-013-3574-5,https://doi.org/10.1007/s00221-013-3574-5,Wataru Teramoto; Yukiomi Nozoe; Kaoru Sekiyama,Experimental Brain Research,action_tools,empirical,supported_incomplete,doi_matched_literature_audit,teramoto_2013_beyond_head_audiotactile,,,paywalled,needs_user_download,58,0.167866021,2,8,0,0,0,25,0,0,26,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile
doi:10.1093/oso/9780198851738.003.0005,Visuo-tactile predictive mechanisms of peripersonal space,2021,10.1093/oso/9780198851738.003.0005,https://doi.org/10.1093/oso/9780198851738.003.0005,H. C. Dijkerman; W. Medendorp,,action_tools,unknown,not_assessed,not_audited,,,,not_assessed,not_assessed,59,0.160397062,0,10,0,0,0,25,0,0,26,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile
doi:10.1038/s41598-021-00048-5,Frontal and parietal background connectivity and their dynamic changes account for individual differences in the multisensory representation of peripersonal space.,2021,10.1038/s41598-021-00048-5,https://doi.org/10.1038/s41598-021-00048-5,Sara Spadone; Mauro Gianni Perrucci; Giulio Di Cosmo; Marcello Costantini; Stefania Della Penna; Francesca Ferri,Scientific reports,animal_neurophysiology,empirical,supported_incomplete,doi_matched_literature_audit,spadone_2021_connectivity,,,downloaded,needs_user_download,60,0.153051648,1,13,0,0,0,25,0,0,26,inferred_low_confidence,inferred_low_confidence,inferred_low_confidence,inferred_low_confidence,inferred_low_confidence,source_unavailable,inferred_low_confidence,inferred_low_confidence,inferred_low_confidence,inferred_low_confidence,inferred_low_confidence,inferred_low_confidence,inferred_low_confidence,inferred_low_confidence,inferred_low_confidence,inferred_low_confidence,inferred_low_confidence,source_unavailable,inferred_low_confidence,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile
doi:10.1007/s00221-024-06782-2,Comparison of peripersonal space in front and rear spaces.,2024,10.1007/s00221-024-06782-2,https://doi.org/10.1007/s00221-024-06782-2,Ryo Teraoka; Naoki Kuroda; Rinka Kojima; Wataru Teramoto,Experimental brain research,action_tools,empirical,supported_incomplete,doi_matched_literature_audit,teraoka_2024_front_rear,,,paywalled,downloaded,61,0.152610355,1,13,0,0,0,25,0,0,26,source_unavailable,source_unavailable,source_unavailable,inferred_low_confidence,source_unavailable,source_unavailable,inferred_low_confidence,source_unavailable,source_unavailable,inferred_low_confidence,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,inferred_low_confidence,inferred_low_confidence,inferred_low_confidence,inferred_low_confidence,source_unavailable,inferred_low_confidence,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile
doi:10.3389/fpsyg.2011.00077,"Organization, maturation, and plasticity of multisensory integration: insights from computational modeling studies.",2011,10.3389/fpsyg.2011.00077,https://doi.org/10.3389/fpsyg.2011.00077,Cristiano Cuppini; E. Magosso; M. Ursino,Frontiers in psychology,animal_neurophysiology,model,not_assessed,not_audited,,,,not_assessed,not_assessed,62,0.127111664,0,3,0,0,0,25,0,0,26,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile
doi:10.3758/app.72.4.885,Crossmodal interaction between the mental number line and peripersonal haptic space representation in sighted and blind individuals.,2010,10.3758/app.72.4.885,https://doi.org/10.3758/app.72.4.885,Z. Cattaneo; Micaela Fantino; C. Tinti; J. Silvanto; T. Vecchi,"Attention, perception & psychophysics",neuropsychology_neglect,empirical,not_assessed,not_audited,,,,not_assessed,not_assessed,63,0.127111664,0,0,0,0,0,25,0,0,26,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile
doi:10.1016/j.schres.2021.06.026,Influence of E/I balance and pruning in peri-personal space differences in schizophrenia: A computational approach.,2022,10.1016/j.schres.2021.06.026,https://doi.org/10.1016/j.schres.2021.06.026,Renato Paredes; Francesca Ferri; Peggy Seriès,Schizophrenia research,theory_reviews,model,not_assessed,not_audited,,,,not_assessed,not_assessed,64,0.106138515,1,8,0,0,0,25,0,0,26,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile
doi:10.3389/frvir.2021.644214,VR Setup to Assess Peripersonal Space Audio-Tactile 3D Boundaries,2021,10.3389/frvir.2021.644214,https://doi.org/10.3389/frvir.2021.644214,France Lerner; Guillaume Tahar; Alon Bar; Ori Koren; Tamar Flash,Frontiers in Virtual Reality,action_tools,methods_empirical,runnable,doi_matched_literature_audit,lerner_2021_3d_boundary,,lerner_2021_3d_audio_tactile_boundary,downloaded,needs_user_download,65,0.105697222,1,20,0,0,0,25,0,0,6,inferred_low_confidence,inferred_low_confidence,source_unavailable,inferred_low_confidence,source_unavailable,source_unavailable,inferred_low_confidence,source_unavailable,inferred_low_confidence,inferred_low_confidence,source_unavailable,inferred_low_confidence,source_unavailable,source_unavailable,inferred_low_confidence,inferred_low_confidence,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,inferred_low_confidence,inferred_low_confidence,inferred_low_confidence,inferred_low_confidence,encoded,encoded,encoded,encoded,encoded,encoded,encoded,defaulted,defaulted,encoded,encoded,encoded,defaulted,defaulted,inferred,encoded,encoded,encoded,defaulted,none,none,none,none,none,none,none
doi:10.1016/j.neuropsychologia.2009.07.025,Early visual deprivation alters multisensory processing in peripersonal space.,2009,10.1016/j.neuropsychologia.2009.07.025,https://doi.org/10.1016/j.neuropsychologia.2009.07.025,Olivier Collignon; Geneviève Charbonneau; M. Lassonde; F. Lepore,Neuropsychologia,theory_reviews,empirical,runnable,doi_matched_manual_parameter_review,tajadura_jimenez_2009_visual_deprivation,tajadura_jimenez_2009_visual_deprivation,tajadura_jimenez_2009_crossed_visual_deprivation | tajadura_jimenez_2009_uncrossed_visual_deprivation,paywalled,not_found,66,0.080198531,0,2,22,22,0,0,1,1,4,reported,reported,reported,reported,reported,not_applicable,reported,reported,reported,reported,reported,reported,reported,reported,reported,reported,reported,reported,reported,not_applicable,reported,reported,not_applicable,reported,reported,encoded,encoded,encoded,encoded,encoded,encoded,encoded,defaulted,defaulted,encoded,encoded,encoded,encoded,defaulted,encoded,encoded,encoded,encoded,defaulted,none,none,none,none,none,none,none
doi:10.1101/2024.10.25.619776,Multisensory integration in Peripersonal Space indexes consciousness states in sleep and disorders of consciousness,2024,10.1101/2024.10.25.619776,https://doi.org/10.1101/2024.10.25.619776,Tommaso Bertoni; G. Ricci; J. Jöhr; B. Donno; J. Cataldi; Julia Fellrath; A. Stephan; Carolina Foglia; S. Lecci; Florian Dauvin; Marina Lopez Da Silva; M. Galigani; Polona Pozeg; Vincent Dunet; Marzia De Lucia; Jean-Paul Noel; Elisa Magosso; K. Diserens; Francesca Siclari; A. Serino,bioRxiv,embodiment_vr,model,not_assessed,not_audited,,,,not_assessed,not_assessed,67,0.080198531,0,7,0,0,0,25,0,0,26,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile
doi:10.1109/whc.2017.7989970,Vibration on the soles of the feet evoking a sensation of walking expands peripersonal space,2017,10.1109/whc.2017.7989970,https://doi.org/10.1109/whc.2017.7989970,Tomohiro Amemiya; Y. Ikei; K. Hirota; M. Kitazaki,2017 IEEE World Haptics Conference (WHC),other,unknown,supported_incomplete,doi_matched_literature_audit,amemiya_2017_pseudowalking_footsole,,,paywalled,not_found,68,0.080198531,0,4,0,0,0,25,0,0,26,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,source_unavailable,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile
doi:10.1250/ast.41.345,Social impact on audiotactile integration near the body,2020,10.1250/ast.41.345,https://doi.org/10.1250/ast.41.345,Lise Hobeika; Marine Taffou; Isabelle Viaud‐Delmon,Acoustical Science and Technology,social_affective,empirical,not_assessed,not_audited,,,,not_assessed,not_assessed,69,0.080198531,0,7,0,0,0,25,0,0,26,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile,no_profile
